"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez"
47,8292360580905;58,1098725851751;126,083248471062;96,7533385734821;87,9976636023824;58,5494647925016;49,3573582355079;45,1525301836621;43,3510784157035;44,0165808834617;44,8980266733566;59,1002914372457
86,5189691343822;88,0927810400417;116,357818972889;273,341637509282;240,294798258507;99,5127338952005;74,6062247680901;65,6680465935109;57,924544842061;56,1069034214514;63,3903790088721;70,0194969803187
76,0958364710719;107,96669203525;142,35801776122;218,585279315093;178,638321282028;77,0983432520512;60,3551933601185;55,8955708371077;52,2106423423724;50,383044583263;49,4963326891315;62,4297995941834
77,8068758717543;87,8401835714994;109,764794905759;134,307174477474;81,7011893175427;56,9672685547019;49,15405565719;44,2767065841886;39,2521001112659;39,3777835770024;42,867109275546;46,3644298719202
67,737516606638;112,834672863087;127,296590243257;137,923873272591;89,3644403412296;47,9881953450707;41,0086543465389;35,9294066456273;34,0341773083409;36,9979373480968;46,5118201190167;49,722251348334
50,433173074741;75,8438477676931;88,6607573025038;128,219740309622;77,3127968856416;55,7064846116857;48,2568100945847;41,2900638657487;40,3925249636559;42,9683026548385;46,6870116451639;58,2811823647774
44,5620429424419;100,933376306128;117,649334693732;70,9883738356955;54,9734520097513;47,9676072126115;36,0015688658332;33,208183198515;32,1320824529795;31,6053231872006;32,5895183349818;34,6623953262041
62,2497468444249;79,3168258462254;91,3828371186267;221,990327770287;171,530856719058;95,3830079270441;74,3404730259908;60,7242523930926;55,891053460843;63,5792175675139;63,6967848715702;66,9577901551689
99,4563602746272;106,895344693185;90,6534894616662;134,947130994398;105,43926372235;57,6770594730791;48,3029422028854;43,3478678413238;38,2951412764534;39,9048600744013;41,478991060005;38,4397321920515
56,6293388863221;94,8623448448507;117,941672264132;79,343457761422;66,1154248179248;54,6125738511105;40,9083806969309;36,9154977672885;34,91154476118;37,3456565731547;41,1541529819204;57,1522496864361
58,8518825615276;106,596489073837;193,003533013176;126,619928118244;130,14160877451;57,8542833737927;46,0876413153883;42,7686274602523;38,4886289849182;38,0848617423995;41,2061290685653;47,7836087625686
70,5186272939722;96,5040288181715;140,901008866313;93,4644242830788;92,2106680492435;61,1850339121508;49,3934209117557;44,3129182081559;41,1748199489619;41,9144599093947;45,2360070400814;51,2886249168856
63,670511562671;63,6208707806665;76,4693308538054;66,5142763122417;38,6878489961086;34,6455355456409;29,3554023884157;26,3333539511547;25,7647031239199;26,9058018578886;31,1770658665618;35,0657288975499
51,2776041096857;74,677938117036;112,382633361346;150,102134888652;109,878018383838;59,3546022539907;49,2917138508878;42,4737884331405;38,0642436678214;40,396257782828;53,3190713107668;65,7508317486487
87,7935287004445;87,7630512962039;84,2845269777111;151,937042951671;97,4133231679011;69,9791446251519;60,0777063555826;49,5827311907199;40,8315282445959;40,3027180168441;43,6647145140707;52,4566262173101
69,8116678567497;113,921223170207;201,398038106061;243,946582730816;228,783987733043;88,3105480756259;66,7459650027286;60,4424087603608;54,0436099774775;55,8696921587696;56,5375631083768;61,5394776496935
102,912514994075;51,3833073088462;55,0180667390646;53,7127439399065;55,646449525331;50,5120019025233;43,3017309290205;40,2494895561574;38,1835983627353;43,5631669606685;46,3427039524381;59,5004279724657
75,3258299315752;78,224657398671;160,192305863942;243,089843504344;114,735132124154;83,0232109606581;68,8051559215793;59,1419786815213;57,5755758202798;57,4669423261624;58,3574649774716;85,5750315933363
